KO,KEGG Name,KO Description,EC14,NW18,CC15,SW10,CC35,SW8,CC34,SC1,CC7,SW19,CC27,NE9,EC9
K14339,mptB," alpha-1,6-mannosyltransferase [EC:2.4.1.-]",19.42322612,52.5531146,9.946279785,19.85421507,11.7973575,15.99597969,31.74434905,19.80303239,18.12675106,24.3320271,53.38407329,2.919299201,19.56517355
K09946,K09946, uncharacterized protein,21.49723075,16.80007222,3.640446535,7.540782199,12.12852002,20.59461453,33.709256,17.34025293,31.44271264,22.10074246,17.22344714,89.09763454,6.149891816
K04756,ahpD, alkyl hydroperoxide reductase subunit D,37.35641906,7.506006229,21.44408583,32.8825376,19.35149466,15.80981578,33.89008664,13.4775038,17.06817746,10.13939578,57.18812317,7.081032755,25.9284917
K13995,nicF, maleamate amidohydrolase [EC:3.5.1.107],22.23540562,35.29844482,28.60197485,27.91265396,24.78223444,16.10553312,26.98363451,28.20625493,13.01409552,8.529008677,27.61532899,26.94368414,12.85085058
K13622,btaA, S-adenosylmethionine-diacylglycerol 3-amino-3-carboxypropyl transferase,29.6104601,14.10511001,35.91522191,23.35329302,24.17133795,16.04045388,16.20885099,18.80279111,22.85249839,12.24927309,18.36823495,44.15146482,23.1179421
K22320,oleD, 2-alkyl-3-oxoalkanoate reductase [EC:1.1.1.412],14.70445612,33.45947168,12.14581025,10.43986023,38.57888432,24.69265395,23.50748174,17.34624875,23.2963539,10.36059151,11.81763437,59.42680785,18.10664172
K23270,purSL, phosphoribosylformylglycinamidine synthase subunit PurSL [EC:6.3.5.3],67.28686866,16.56059137,56.5979043,18.02609866,21.61516767,22.65729492,6.246702386,19.24873707,15.45772791,7.07065198,11.68504879,9.442744869,25.48360531
K07281,ipct, 1L-myo-inositol 1-phosphate cytidylyltransferase [EC:2.7.7.74],36.91968228,16.52226967,18.62247523,10.0741602,18.41536254,16.36567693,13.08728932,14.22943999,14.39232275,52.22399647,0,31.4112975,54.68654647
K11902,impA, type VI secretion system protein ImpA,23.79648123,10.12703791,17.13743924,54.69874531,16.05108237,34.70116538,48.92985423,13.05051327,14.0980745,12.14208871,27.70305403,13.62399513,10.28570212
K10531,"pvdA, SIDA", L-ornithine N5-monooxygenase [EC:1.14.13.195 1.14.13.196],8.118785172,57.5807252,4.608416198,35.6020733,0.974010567,4.150943873,49.65812496,14.0041428,62.05193677,27.146012,18.06235463,3.949251656,10.39544189
K22551,hpbA, N-methyl-L-proline demethylase [EC:1.5.3.-],6.90103673,20.41851171,28.37551743,9.839170866,27.2821296,16.59120296,22.94109226,28.60822169,50.92958726,6.554075685,13.85306544,42.34005036,21.56953216
K22548,lhpL, trans-L-3-hydroxyproline dehydratase [EC:4.2.1.77],17.55915333,12.41451011,30.40334831,53.64798388,38.36626475,20.53272782,14.92511508,29.48127632,24.72892527,4.347835295,4.195063508,24.80604291,20.20525146
K00112,glpB, glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3],16.28735805,33.1960419,24.40019,17.9036517,28.82067048,6.432158754,4.182828876,26.52557781,30.41185931,22.60564121,8.22114766,37.78791813,38.75502398
K12982,opsX, heptosyltransferase I [EC:2.4.-.-],41.42854309,15.66756194,18.94529495,52.23948834,33.87436139,31.86429711,18.89141584,14.09910968,2.017997655,12.19539156,8.883318366,21.03357376,24.35917913
K12507,fadK, acyl-CoA synthetase [EC:6.2.1.-],40.40629338,14.33553781,22.33780315,18.77982738,24.11793951,16.60990925,13.87217531,39.00519137,26.46156752,7.506386025,42.15559027,7.995925428,21.76406033
K21308,soeB, sulfite dehydrogenase (quinone) subunit SoeB,26.48925711,13.8807098,25.74793099,25.85110495,26.04567367,25.94917363,28.95950867,24.58436884,14.22182588,9.967925755,18.00901353,24.84989523,30.61285365
K11895,"impH, vasB", type VI secretion system protein ImpH,18.88107791,10.56164566,14.88777085,53.56920308,24.12396249,30.99100553,38.91237456,11.70466054,19.02501727,8.696744067,12.62641194,35.01639264,15.52394163
K02553,"rraA, menG", regulator of ribonuclease activity A,26.9444806,53.92793025,23.12153828,21.84100044,20.02890603,13.85747843,14.8784218,13.48664806,14.90261636,14.19557822,22.48821575,28.3318459,25.96590186
K17759,"NAXE, nnrE", NAD(P)H-hydrate epimerase [EC:5.1.99.6],18.65965151,25.89727225,34.03479172,12.37201827,16.81214878,11.31289797,7.309856304,29.8879035,24.19778043,14.03021861,19.18436894,32.49242832,47.6953824
K15054,mdlB, (S)-mandelate dehydrogenase [EC:1.1.99.31],24.131865,39.63734676,35.38401636,38.85840256,13.32161766,31.66878404,24.84714695,32.66292365,11.85767664,4.572387726,11.21775242,7.393805681,17.47905361
K07739,"ELP3, KAT9", elongator complex protein 3 [EC:2.3.1.48],9.457776216,31.52573841,43.92170886,10.3455551,23.65750104,6.534073842,13.29985578,26.30957844,17.07875535,2.454409663,0.379623907,60.43632693,47.62809595
K03576,metR," LysR family transcriptional regulator, regulator for metE and metH",26.69337872,14.40422368,28.05693993,20.15237314,26.91477541,29.36368973,21.94271089,35.71900023,2.791136944,4.358180764,4.874220623,50.14414258,27.46081573
K03330,gatE, glutamyl-tRNA(Gln) amidotransferase subunit E [EC:6.3.5.7],6.429920836,35.8146854,36.52326265,8.411873078,27.91649973,6.175477085,7.592650139,16.08249765,18.75095642,3.348838655,0,76.62179882,48.61273867
K22318,oleB, cis-3-alkyl-4-acyloxetan-2-one decarboxylase [EC:4.1.1.114],21.74356253,28.20335302,21.41304114,21.95110536,27.47467908,19.52238972,20.42364285,24.04262999,39.99735461,22.93981503,3.013054003,28.36900629,13.1771963
K21636,nrdD, ribonucleoside-triphosphate reductase (formate) [EC:1.1.98.6],20.06311575,26.02948307,37.06980254,18.78721993,24.53795703,18.52516525,15.65069343,26.58073908,17.67166702,3.888984274,4.690799622,29.36835341,49.21558512
K19405,mcsB, protein arginine kinase [EC:2.7.14.1],53.67209523,23.81352915,19.66544343,42.79558668,32.97026337,43.25165534,16.56980715,14.80522284,3.846247306,5.035492692,2.281901132,7.331503653,25.8742653
K01442,cbh, choloylglycine hydrolase [EC:3.5.1.24],52.60977373,13.45295364,34.40574261,5.67281938,18.92097563,30.91314871,38.82716795,21.1945007,34.73105022,8.369384745,7.424203804,17.63444666,7.698906103
K21119,CYP130, cytochrome P450 family 130,29.27641475,35.74930506,8.086848745,9.080012602,1.927276517,23.44353931,16.16935194,10.98298002,25.92549727,60.94900017,60.15606108,1.821440737,7.813706608
K23138,CYP109, cytochrome P450 family 109 [EC:1.14.-.-],52.7961801,7.32518418,21.13280023,20.76976592,21.58850907,19.52894174,12.94719762,12.92510282,8.899386316,9.14465171,52.9058913,17.02190415,34.18350462
K09143,K09143, uncharacterized protein,10.70312204,37.78752821,44.25314464,18.5231016,46.97227463,9.855362697,16.18152534,29.62571415,14.55977863,2.34680758,0,23.08185628,37.08521454
K16051,tesI, 3-oxo-5alpha-steroid 4-dehydrogenase [EC:1.3.99.5],20.69127807,33.71872534,2.626899574,16.18808695,18.49550837,30.02625643,18.64486501,20.60914329,22.82319088,17.03074229,63.68462338,16.70814736,9.680514785
K00917,lacC, tagatose 6-phosphate kinase [EC:2.7.1.144],7.651522946,30.8636845,3.741224891,42.09880961,11.55662323,15.76246313,22.32174893,15.13129753,61.66642218,14.46231418,41.55987576,14.94233405,9.101557328
K02385,flbD, flagellar protein FlbD,8.93784643,18.62763412,17.67764898,8.040592814,7.671164252,20.38264295,29.37974278,14.56847279,13.49982013,45.06314418,40.98367334,39.59048525,26.28982381
K02914,"RP-L34, MRPL34, rpmH", large subunit ribosomal protein L34,20.58377063,29.96833689,27.9642935,18.52452351,13.97277015,18.13352057,20.96566427,26.66788984,22.40119874,18.16351584,11.76857712,26.29800133,35.20816445
K03540,"RPR2, RPP21", ribonuclease P protein subunit RPR2 [EC:3.1.26.5],3.289544732,28.33722405,25.20482807,11.38679491,23.21083483,7.628012063,11.44823511,13.33923715,19.04592706,68.07917796,0,44.73316315,34.59123494
K11781,cofH, 5-amino-6-(D-ribitylamino)uracil---L-tyrosine 4-hydroxyphenyl transferase [EC:2.5.1.147],16.80569112,16.47788808,39.12933491,8.545960922,49.66137037,7.591366187,10.01644543,16.82966609,12.62876664,1.71074087,0.095674228,57.93672753,52.75826571
K05829,"lysY, argC", LysW-gamma-L-alpha-aminoadipyl-6-phosphate/LysW-L-glutamyl-5-phosphate reductase [EC:1.2.1.103 1.2.1.-],19.5050006,26.67951093,28.87951885,26.68743563,25.61909485,6.779907392,17.74273979,13.13470786,20.41634833,10.4892328,23.47761914,43.020354,27.33608347
K00202,"fwdC, fmdC", formylmethanofuran dehydrogenase subunit C [EC:1.2.7.12],20.47779184,31.99470622,33.84204449,16.21062021,41.0347188,34.73842734,25.76680803,22.22000849,19.72030815,2.447929456,5.065615605,11.5896143,24.53017523
K11618,liaR," two-component system, NarL family, response regulator LiaR",9.418744733,25.70971027,30.52291302,13.5231014,18.5673061,26.06928751,18.76269789,24.57276558,17.65333966,28.76388294,14.43362203,22.07356866,39.48419117
K09141,K09141, uncharacterized protein,21.26490496,16.19115131,26.65486413,12.59434254,52.4957193,28.55645025,10.36214132,31.44182447,8.347089298,4.533011463,0.697101239,39.65467505,36.65088719
K03660,OGG1, N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18],8.875843684,17.86050456,29.41167616,19.79493474,36.56082793,18.19337418,11.19731479,13.57448733,15.11475335,7.52485756,16.9336648,55.92227193,38.15188847
K15551,tauA, taurine transport system substrate-binding protein,11.57833404,10.06656913,33.66066031,16.70072565,49.51030958,31.55212523,36.67177635,18.34035614,31.15033413,14.58601961,0.839313948,19.09813057,15.29774864
K18300,oprN," outer membrane protein, multidrug efflux system",38.01419272,20.72282217,37.56680227,32.49697993,26.3754249,14.16122083,24.08724886,23.02237642,3.909774956,14.15496555,7.805582695,22.62037006,24.07660896
K10040,"peb1B, glnP, glnM", aspartate/glutamate/glutamine transport system permease protein,11.80840874,62.16578708,25.90009004,3.577300813,6.237030664,1.587189794,23.02832623,18.96528211,45.01355575,54.80719774,0.276090114,5.572792208,29.38482487
K07695,devR," two-component system, NarL family, response regulator DevR",12.40838856,19.24444548,13.63561316,23.91393387,15.24740484,11.56861964,24.0386673,18.0472712,29.69369859,24.80683914,50.32326371,32.05731038,13.16599239
K01841,pepM, phosphoenolpyruvate phosphomutase [EC:5.4.2.9],62.76379516,33.55929545,21.55630763,18.43170761,34.05309469,11.77621743,16.48773208,13.24544492,16.57283826,10.55962881,3.682810032,18.51284316,26.83024376
K01734,mgsA, methylglyoxal synthase [EC:4.2.3.3],28.60759305,15.18661039,19.14381122,1.715141088,11.89845465,16.01938094,18.58024257,21.55593832,22.12883596,12.15420082,7.88614621,100.7556766,12.28934882
K11410,acdH, short/branched chain acyl-CoA dehydrogenase [EC:1.3.99.12],5.144533138,44.16038857,16.0312956,8.957939034,21.87660466,27.98275454,28.59937283,11.42158132,36.16220843,18.98060074,14.34234974,22.2073345,31.80850793
K18425,dhaa, 3-hydroxy-D-aspartate aldolase [EC:4.1.3.41],34.93219928,27.49085694,33.68321651,24.23386153,17.86607765,21.76232596,15.33967191,45.30400174,9.751719837,7.667318165,4.909269492,16.40551781,27.78138018
K23077,dsrC, dissimilatory sulfite reductase related protein,12.80409927,7.46622468,16.48214906,11.92067419,3.758993494,64.14817265,16.37809205,14.48111875,18.84560278,55.11616195,24.34696736,10.91618532,29.53599478
K14660,nodE, nodulation protein E [EC:2.3.1.-],34.92664971,11.28764459,30.35787504,18.64716866,28.81115774,30.0543725,11.06520696,31.55843764,11.72668047,5.434877641,26.95415514,31.25154351,13.87619716
K19640,"hypX, hoxX"," putative two-component system protein, hydrogenase maturation factor HypX/HoxX",5.977679834,23.02942095,39.49580405,18.08642534,33.9635609,14.84687612,15.28471192,31.46303149,42.23928034,2.769859709,15.13290399,25.95582218,17.5365607
K03464,catC, muconolactone D-isomerase [EC:5.3.3.4],15.67256561,31.67639793,10.17203007,20.69980294,36.87301247,24.87493262,54.26306224,12.31887854,26.1334775,15.65426468,14.88526509,15.90671521,6.538655122
K07493,K07493, putative transposase,12.32787972,55.68286412,27.3910195,23.61081455,19.06442851,18.57679663,13.63636623,15.35164876,23.34776021,13.10921903,18.96783749,15.17065812,29.06854188
K12256,spuC, putrescine---pyruvate transaminase [EC:2.6.1.113],14.53130871,11.36603478,26.49777616,12.09929146,41.04768758,23.08319812,43.79583485,38.62563007,17.90902538,11.45618752,0.552180229,27.64350745,16.65556561
K18587,COQ9, ubiquinone biosynthesis protein COQ9,45.03317894,14.4579811,17.30655359,32.01985866,7.643357873,22.13021932,13.55377528,38.76865336,4.201285973,25.21054806,1.399080701,36.79181464,25.61473954
K21573,susC, TonB-dependent starch-binding outer membrane protein SusC,18.09204006,20.29555596,51.8972558,11.31837442,18.29983143,19.74157269,9.889883172,18.22173478,2.833760028,5.969952241,0,91.64227063,15.79800594
K00545,COMT, catechol O-methyltransferase [EC:2.1.1.6],22.03487064,40.63075362,11.50161489,6.555558578,14.23809548,16.56099862,27.59867514,23.29935888,14.86372671,59.60792817,31.69538922,2.776967725,12.42911336
K06862,ehbQ, energy-converting hydrogenase B subunit Q,27.78269968,33.85655581,33.97996477,8.1085361,16.95148523,23.45071608,16.0186119,43.42793071,14.44391121,10.07905275,7.010976056,11.73893073,36.69022989
K21721,sbnB, N-[(2S)-2-amino-2-carboxyethyl]-L-glutamate dehydrogenase [EC:1.5.1.51],13.70583698,32.46390519,11.26164805,40.93195435,46.78274564,22.62589675,26.43290159,12.11478591,26.44482943,9.731990313,12.4463378,12.73257194,15.85911345
K20866,yihX, glucose-1-phosphatase [EC:3.1.3.10],26.55121968,3.080090309,14.55899755,32.03307625,31.57444829,16.56897076,29.1035142,10.90412757,16.4244943,7.273640112,11.84001875,76.98570631,6.515803564
K01027,OXCT, 3-oxoacid CoA-transferase [EC:2.8.3.5],13.54985629,12.30925692,26.97469817,53.25622524,26.38766651,23.77923707,12.79869591,33.76532175,12.01303241,9.18440315,34.19310036,7.724263466,17.40713298
K10221,ligI," 2-pyrone-4,6-dicarboxylate lactonase [EC:3.1.1.57]",30.63857146,11.2835977,28.18107209,34.22447352,42.88102753,18.44374933,35.80204331,31.6697547,3.904922549,8.11259856,7.431235991,14.60549043,15.8596023
K09723,ginS, DNA replication factor GINS,4.092638343,25.96687124,52.11185822,8.74748914,28.90179436,3.089331917,18.67749036,16.96407095,18.57985521,3.163330317,0,51.07874403,51.54063586
K09758,asdA, aspartate 4-decarboxylase [EC:4.1.1.12],7.343588602,6.9887709,59.59315483,43.5735853,37.80711784,17.37365373,16.71790038,46.91307241,15.8967648,0.746498515,0,1.165858514,28.65318922
K01838,pgmB, beta-phosphoglucomutase [EC:5.4.2.6],23.73105096,6.431858832,8.891096619,21.94188986,9.658721505,26.0058663,6.363348484,12.11272354,9.954031795,1.776291806,63.72931835,82.24754439,9.566764618
K21802,vdh, vanillin dehydrogenase [EC:1.2.1.67],18.05454397,24.72738826,22.9192789,31.42232322,10.48478796,17.27240601,35.19046735,32.96181924,20.99719637,14.34905642,6.177448803,28.56451657,19.05161144
K07559,kptA, putative RNA 2'-phosphotransferase [EC:2.7.1.-],10.46988232,17.95575318,8.117639037,14.2956166,14.29187085,11.78227576,33.74022588,8.085776286,32.098198,14.56307541,71.85888154,37.91783206,6.872915519
K22293,rspR," GntR family transcriptional regulator, rspAB operon transcriptional repressor",11.45316647,25.50518474,16.06677718,15.91803346,15.10088565,15.97398872,34.27073666,17.06989077,44.76616391,32.06805754,2.066335768,21.67858403,29.78204892
K16787,ecfA2, energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-],16.16555635,52.31377062,28.90773341,10.96279584,4.269282506,14.57637022,6.942016904,31.34494667,14.9785723,15.40670618,31.76320514,12.7381972,41.00458519
K11159,K11159, carotenoid cleavage oxygenase [EC:1.13.11.-],15.05405366,34.0786625,7.41480316,16.17342474,6.143102575,3.029195018,20.50756748,15.73704262,33.13626377,44.9571387,61.59216566,3.691307173,19.81162993
K15396,trmJ, tRNA (cytidine32/uridine32-2'-O)-methyltransferase [EC:2.1.1.200],31.90022434,19.94406098,26.70024197,44.7783115,28.20612697,29.96247228,13.43183809,9.921639014,3.594414927,10.63013139,9.405361893,31.60567535,20.07853397
K04117,aliB, cyclohexanecarboxyl-CoA dehydrogenase [EC:1.3.99.-],28.37917628,50.15098377,12.94082237,12.59172915,18.51369935,23.25020684,18.2297507,7.228027968,7.522603627,29.49121239,28.72571404,13.93294659,28.60969898
K02189,cbiG, cobalt-precorrin 5A hydrolase [EC:3.7.1.12],11.94068864,19.52052933,30.84880167,9.705471335,36.73033539,5.635776222,52.33598,18.98102406,27.3752747,10.1978743,2.445286587,16.63385741,36.42014235
K21200,CYP144, cytochrome P450 family 144,45.29471811,6.273125726,13.55347444,13.19602495,3.175748972,7.158706982,7.976194134,18.11575122,9.148861394,108.5283468,35.35285245,3.408574962,7.343304968
K09790,K09790, uncharacterized protein,25.46426253,22.05830305,15.43016937,6.293543327,11.03091719,3.354079101,9.36363848,10.8187851,17.14639311,71.28864599,0,64.40811678,21.83538948
K10253,K10253," DOPA 4,5-dioxygenase [EC:1.14.99.-]",33.67727608,5.966820579,24.11761984,29.88763536,54.5052409,19.53518268,20.80373202,33.03739585,4.570766704,15.66108328,1.530436617,12.36438795,22.64560019
K10002,"gltK, aatM", glutamate/aspartate transport system permease protein,14.50870464,24.45456923,25.14929241,34.70939582,50.14957107,19.76842287,40.59264308,28.9455651,5.347549795,8.933763969,0.921851529,6.596680702,18.19481408
K13503,trpEG, anthranilate synthase [EC:4.1.3.27],11.62318302,19.53599253,16.98812226,50.80752544,39.21011431,11.58363423,26.25491621,7.808205551,28.56291509,5.705612209,30.39901339,12.9752943,16.68384641
K22441,paiA, diamine N-acetyltransferase [EC:2.3.1.57],36.0936842,11.97043622,42.18942491,27.78554018,9.224227111,27.47165881,11.98797158,11.81683921,7.960164197,6.387271024,8.798615085,61.45391672,14.98215036
K07401,K07401, selenoprotein W-related protein,23.57977184,12.23594121,8.75720236,17.82134184,17.65986933,14.28343606,17.11965806,12.05311879,34.18379121,6.764086418,34.43289905,66.50603409,12.59875168
K09988,lyxA, D-lyxose ketol-isomerase [EC:5.3.1.15],15.14422009,8.912211212,23.23488123,31.80817478,18.97182524,25.49683088,8.169941279,57.76602081,17.12703631,14.23624342,14.85025899,18.43787091,23.65292397
K02665,pilP, type IV pilus assembly protein PilP,27.44373745,12.85006412,29.47292851,30.74020308,44.69942123,31.17422455,11.97423322,13.84995615,5.364995919,9.65316354,13.53357563,31.4316147,15.54696199
K01525,apaH, bis(5'-nucleosyl)-tetraphosphatase (symmetrical) [EC:3.6.1.41],45.90249052,14.37515538,22.70022442,37.92179207,32.57072085,26.96936734,16.90748624,10.8033964,8.118458157,9.501217323,7.307860316,35.27973546,8.822827551
